Seizoen;Datum;Thuisclub;Uitclub;Thuisscore;Uitscore
2006-2007;12/11/2006;Sparta Rotterdam;ADO Den Haag;2;1
2006-2007;12/11/2006;Vitesse;FC Utrecht;4;2
2006-2007;12/11/2006;Willem II;Feyenoord;3;5
2006-2007;17/11/2006;Heracles Almelo;NAC Breda;2;0
2006-2007;18/11/2006;Feyenoord;AZ;3;2
2006-2007;18/11/2006;NEC;Sparta Rotterdam;1;2
2006-2007;18/11/2006;PSV;Excelsior;4;0
2006-2007;18/11/2006;RKC Waalwijk;SC Heerenveen;0;2
2006-2007;19/11/2006;ADO Den Haag;Vitesse;0;3
2006-2007;19/11/2006;Ajax;FC Twente;1;1
2006-2007;19/11/2006;FC Groningen;Willem II;4;1
2006-2007;19/11/2006;FC Utrecht;Roda JC;2;0
2006-2007;24/11/2006;FC Twente;Vitesse;2;0
2006-2007;25/11/2006;Excelsior;Heracles Almelo;6;1
2006-2007;25/11/2006;PSV;FC Utrecht;5;0
2006-2007;25/11/2006;Willem II;RKC Waalwijk;3;1
2006-2007;26/11/2006;FC Groningen;ADO Den Haag;2;5
2006-2007;26/11/2006;NEC;Feyenoord;4;1
2006-2007;26/11/2006;Roda JC;NAC Breda;3;2
2006-2007;26/11/2006;SC Heerenveen;AZ;1;3
2006-2007;26/11/2006;Sparta Rotterdam;Ajax;3;0
2006-2007;29/11/2006;Vitesse;SC Heerenveen;1;3
2006-2007;01/12/2006;RKC Waalwijk;Sparta Rotterdam;2;1
2006-2007;02/12/2006;ADO Den Haag;NEC;0;2
2006-2007;02/12/2006;Heracles Almelo;Roda JC;1;1
2006-2007;02/12/2006;NAC Breda;FC Twente;0;0
2006-2007;02/12/2006;Vitesse;PSV;0;1
2006-2007;03/12/2006;Ajax;Willem II;6;0
2006-2007;03/12/2006;AZ;Excelsior;5;0
2006-2007;03/12/2006;FC Utrecht;FC Groningen;3;0
2006-2007;03/12/2006;Feyenoord;SC Heerenveen;4;3
2006-2007;08/12/2006;SC Heerenveen;Roda JC;1;0
2006-2007;09/12/2006;FC Groningen;PSV;0;2
2006-2007;09/12/2006;Heracles Almelo;Sparta Rotterdam;2;3
2006-2007;09/12/2006;NAC Breda;Excelsior;2;1
2006-2007;09/12/2006;NEC;FC Utrecht;2;0
2006-2007;10/12/2006;Ajax;AZ;2;2
2006-2007;10/12/2006;Feyenoord;ADO Den Haag;3;1
2006-2007;10/12/2006;Vitesse;RKC Waalwijk;3;1
2006-2007;10/12/2006;Willem II;FC Twente;1;3
2006-2007;15/12/2006;PSV;Heracles Almelo;3;0
2006-2007;16/12/2006;ADO Den Haag;Willem II;2;1
2006-2007;16/12/2006;Roda JC;Vitesse;2;4
2006-2007;16/12/2006;Sparta Rotterdam;NAC Breda;0;3
2006-2007;17/12/2006;AZ;FC Groningen;2;0
2006-2007;17/12/2006;Excelsior;Ajax;1;3
2006-2007;17/12/2006;FC Twente;SC Heerenveen;5;1
2006-2007;17/12/2006;FC Utrecht;Feyenoord;2;1
2006-2007;17/12/2006;RKC Waalwijk;NEC;0;1
2006-2007;22/12/2006;Heracles Almelo;FC Groningen;0;1
2006-2007;23/12/2006;Feyenoord;Sparta Rotterdam;3;2
2006-2007;23/12/2006;NAC Breda;ADO Den Haag;2;2
2006-2007;23/12/2006;PSV;Willem II;4;0
2006-2007;23/12/2006;SC Heerenveen;Excelsior;2;0
2006-2007;24/12/2006;AZ;NEC;0;0
2006-2007;24/12/2006;RKC Waalwijk;FC Utrecht;1;1
2006-2007;24/12/2006;Roda JC;FC Twente;2;0
2006-2007;24/12/2006;Vitesse;Ajax;4;2
2006-2007;26/12/2006;FC Groningen;Sparta Rotterdam;0;1
2006-2007;26/12/2006;Feyenoord;PSV;1;1
2006-2007;26/12/2006;Willem II;Excelsior;2;1
2006-2007;27/12/2006;ADO Den Haag;RKC Waalwijk;1;1
2006-2007;27/12/2006;Ajax;Roda JC;2;0
2006-2007;27/12/2006;FC Twente;AZ;3;0
2006-2007;27/12/2006;FC Utrecht;Heracles Almelo;0;0
2006-2007;27/12/2006;NAC Breda;Vitesse;2;1
2006-2007;27/12/2006;NEC;SC Heerenveen;0;2
2006-2007;29/12/2006;Excelsior;Feyenoord;1;3
2006-2007;30/12/2006;NEC;Ajax;2;2
2006-2007;30/12/2006;PSV;ADO Den Haag;2;1
2006-2007;30/12/2006;RKC Waalwijk;FC Groningen;0;2
2006-2007;30/12/2006;SC Heerenveen;FC Utrecht;0;0
2006-2007;30/12/2006;Sparta Rotterdam;FC Twente;3;0
2006-2007;31/12/2006;AZ;Roda JC;2;2
2006-2007;31/12/2006;Heracles Almelo;Vitesse;2;2
2006-2007;14/01/2007;Willem II;NAC Breda;0;2
2006-2007;19/01/2007;ADO Den Haag;AZ;1;3
2006-2007;20/01/2007;Heracles Almelo;NEC;0;0
2006-2007;20/01/2007;PSV;SC Heerenveen;3;1
2006-2007;20/01/2007;RKC Waalwijk;FC Twente;1;2
2006-2007;20/01/2007;Roda JC;Willem II;2;1
2006-2007;21/01/2007;Ajax;FC Utrecht;2;0
2006-2007;21/01/2007;NAC Breda;Feyenoord;4;1
2006-2007;21/01/2007;Sparta Rotterdam;Excelsior;2;1
2006-2007;21/01/2007;Vitesse;FC Groningen;3;2
2006-2007;26/01/2007;SC Heerenveen;Heracles Almelo;5;1
2006-2007;27/01/2007;AZ;Sparta Rotterdam;3;0
2006-2007;27/01/2007;FC Utrecht;Excelsior;1;0
2006-2007;27/01/2007;NEC;NAC Breda;2;1
2006-2007;27/01/2007;Willem II;Vitesse;0;0
2006-2007;28/01/2007;FC Groningen;Ajax;2;3
2006-2007;28/01/2007;FC Twente;ADO Den Haag;3;1
2006-2007;28/01/2007;Feyenoord;RKC Waalwijk;3;1
2006-2007;28/01/2007;Roda JC;PSV;2;0
2006-2007;02/02/2007;FC Groningen;SC Heerenveen;1;1
2006-2007;03/02/2007;Excelsior;FC Twente;1;2
2006-2007;03/02/2007;Heracles Almelo;Willem II;2;2
2006-2007;03/02/2007;NAC Breda;RKC Waalwijk;2;1
2006-2007;03/02/2007;PSV;AZ;2;3
2006-2007;04/02/2007;ADO Den Haag;FC Utrecht;1;1
2006-2007;04/02/2007;Ajax;Feyenoord;4;1
2006-2007;04/02/2007;Sparta Rotterdam;Roda JC;2;2
2006-2007;04/02/2007;Vitesse;NEC;1;1
2006-2007;09/02/2007;Excelsior;FC Groningen;0;2
2006-2007;10/02/2007;AZ;Willem II;2;0
2006-2007;10/02/2007;RKC Waalwijk;Heracles Almelo;2;0
2006-2007;10/02/2007;Roda JC;NEC;1;0
2006-2007;10/02/2007;SC Heerenveen;Vitesse;0;0
2006-2007;11/02/2007;ADO Den Haag;Ajax;1;2
2006-2007;11/02/2007;FC Twente;Feyenoord;3;0
2006-2007;11/02/2007;FC Utrecht;NAC Breda;1;0
2006-2007;11/02/2007;Sparta Rotterdam;PSV;1;1
2006-2007;16/02/2007;NAC Breda;Sparta Rotterdam;3;1
2006-2007;16/02/2007;Willem II;ADO Den Haag;2;1
2006-2007;17/02/2007;Heracles Almelo;PSV;0;2
2006-2007;17/02/2007;NEC;RKC Waalwijk;1;0
2006-2007;17/02/2007;Vitesse;Roda JC;0;0
2006-2007;18/02/2007;Ajax;Excelsior;2;2
2006-2007;18/02/2007;FC Groningen;AZ;1;1
2006-2007;18/02/2007;Feyenoord;FC Utrecht;2;0
2006-2007;18/02/2007;SC Heerenveen;FC Twente;1;2
2006-2007;23/02/2007;FC Utrecht;NEC;3;0
2006-2007;24/02/2007;FC Twente;Willem II;0;0
2006-2007;24/02/2007;PSV;FC Groningen;1;0
2006-2007;24/02/2007;Roda JC;SC Heerenveen;1;0
2006-2007;24/02/2007;Sparta Rotterdam;Heracles Almelo;0;0
2006-2007;25/02/2007;ADO Den Haag;Feyenoord;3;3
2006-2007;25/02/2007;AZ;Ajax;1;1
2006-2007;25/02/2007;Excelsior;NAC Breda;0;2
2006-2007;25/02/2007;RKC Waalwijk;Vitesse;3;1
2006-2007;02/03/2007;NEC;FC Twente;0;3
2006-2007;03/03/2007;FC Groningen;NAC Breda;3;1
2006-2007;03/03/2007;PSV;RKC Waalwijk;2;0
2006-2007;03/03/2007;Vitesse;Excelsior;2;3
2006-2007;03/03/2007;Willem II;Sparta Rotterdam;0;0
2006-2007;04/03/2007;Ajax;SC Heerenveen;0;1
2006-2007;04/03/2007;FC Utrecht;AZ;0;4
2006-2007;04/03/2007;Feyenoord;Roda JC;1;1
2006-2007;04/03/2007;Heracles Almelo;ADO Den Haag;3;1
2006-2007;09/03/2007;Roda JC;FC Utrecht;0;0
2006-2007;10/03/2007;NAC Breda;Heracles Almelo;1;1
2006-2007;10/03/2007;SC Heerenveen;RKC Waalwijk;1;0
2006-2007;10/03/2007;Sparta Rotterdam;NEC;0;4
2006-2007;10/03/2007;Willem II;FC Groningen;3;0
2006-2007;11/03/2007;AZ;Feyenoord;0;0
2006-2007;11/03/2007;Excelsior;PSV;0;0
2006-2007;11/03/2007;FC Twente;Ajax;1;4
2006-2007;11/03/2007;Vitesse;ADO Den Haag;2;2
2006-2007;16/03/2007;RKC Waalwijk;Roda JC;3;2
2006-2007;17/03/2007;ADO Den Haag;Sparta Rotterdam;2;4
2006-2007;17/03/2007;NEC;Excelsior;0;1
2006-2007;17/03/2007;SC Heerenveen;NAC Breda;4;2
2006-2007;18/03/2007;FC Groningen;FC Twente;1;1
2006-2007;18/03/2007;FC Utrecht;Vitesse;2;0
2006-2007;18/03/2007;Feyenoord;Willem II;0;0
2006-2007;18/03/2007;Heracles Almelo;AZ;0;0
2006-2007;18/03/2007;PSV;Ajax;1;5
2006-2007;30/03/2007;Roda JC;FC Groningen;0;1
2006-2007;31/03/2007;AZ;RKC Waalwijk;2;0
2006-2007;31/03/2007;NAC Breda;PSV;1;1
2006-2007;31/03/2007;Willem II;NEC;1;0
2006-2007;01/04/2007;Ajax;Heracles Almelo;3;0
2006-2007;01/04/2007;Excelsior;ADO Den Haag;3;1
2006-2007;01/04/2007;FC Twente;FC Utrecht;3;0
2006-2007;01/04/2007;Sparta Rotterdam;SC Heerenveen;2;2
2006-2007;01/04/2007;Vitesse;Feyenoord;0;1
2006-2007;06/04/2007;Vitesse;Sparta Rotterdam;3;0
2006-2007;07/04/2007;NEC;PSV;2;1
2006-2007;07/04/2007;Roda JC;Excelsior;2;0
2006-2007;07/04/2007;SC Heerenveen;ADO Den Haag;1;1
2006-2007;08/04/2007;FC Twente;Heracles Almelo;1;1
2006-2007;08/04/2007;FC Utrecht;Willem II;3;0
2006-2007;08/04/2007;Feyenoord;FC Groningen;0;4
2006-2007;08/04/2007;NAC Breda;AZ;1;4
2006-2007;08/04/2007;RKC Waalwijk;Ajax;2;2
2006-2007;13/04/2007;Ajax;NAC Breda;2;0
2006-2007;13/04/2007;Sparta Rotterdam;FC Utrecht;1;1
2006-2007;14/04/2007;ADO Den Haag;Roda JC;0;2
2006-2007;14/04/2007;Excelsior;RKC Waalwijk;0;3
2006-2007;14/04/2007;PSV;FC Twente;2;0
2006-2007;15/04/2007;AZ;Vitesse;1;0
2006-2007;15/04/2007;FC Groningen;NEC;4;1
2006-2007;15/04/2007;Heracles Almelo;Feyenoord;4;1
2006-2007;15/04/2007;Willem II;SC Heerenveen;1;3
2006-2007;22/04/2007;Ajax;Sparta Rotterdam;5;2
2006-2007;22/04/2007;AZ;SC Heerenveen;3;1
2006-2007;22/04/2007;FC Utrecht;PSV;1;1
2006-2007;22/04/2007;Feyenoord;NEC;1;1
2006-2007;22/04/2007;Heracles Almelo;Excelsior;3;2
2006-2007;22/04/2007;NAC Breda;Roda JC;0;2
2006-2007;22/04/2007;RKC Waalwijk;Willem II;1;1
2006-2007;22/04/2007;Vitesse;FC Twente;1;1
2006-2007;25/04/2007;ADO Den Haag;FC Groningen;1;3
2006-2007;29/04/2007;Excelsior;AZ;3;2
2006-2007;29/04/2007;FC Groningen;FC Utrecht;0;2
2006-2007;29/04/2007;FC Twente;NAC Breda;2;1
2006-2007;29/04/2007;NEC;ADO Den Haag;3;2
2006-2007;29/04/2007;PSV;Vitesse;5;1
2006-2007;29/04/2007;Roda JC;Heracles Almelo;7;0
2006-2007;29/04/2007;SC Heerenveen;Feyenoord;5;1
2006-2007;29/04/2007;Sparta Rotterdam;RKC Waalwijk;1;0
2006-2007;29/04/2007;Willem II;Ajax;0;2
2007-2008;17/08/2007;SC Heerenveen;Willem II;0;0
2007-2008;18/08/2007;AZ;VVV-Venlo;4;0
2007-2008;18/08/2007;Excelsior;FC Twente;0;2
2007-2008;18/08/2007;NAC Breda;FC Groningen;0;3
2007-2008;18/08/2007;NEC;Roda JC;1;1
2007-2008;19/08/2007;De Graafschap;Ajax;1;8
2007-2008;19/08/2007;FC Utrecht;Feyenoord;0;3
2007-2008;19/08/2007;Heracles Almelo;PSV;0;2
2007-2008;19/08/2007;Sparta Rotterdam;Vitesse;1;2
2007-2008;24/08/2007;Roda JC;Heracles Almelo;2;1
2007-2008;25/08/2007;PSV;NEC;5;0
2007-2008;25/08/2007;Vitesse;AZ;1;0
2007-2008;25/08/2007;VVV-Venlo;Excelsior;3;1
2007-2008;25/08/2007;Willem II;Sparta Rotterdam;2;2
2007-2008;26/08/2007;Ajax;SC Heerenveen;4;1
2007-2008;26/08/2007;FC Groningen;De Graafschap;0;2
2007-2008;26/08/2007;FC Twente;FC Utrecht;2;2
2007-2008;26/08/2007;Feyenoord;NAC Breda;5;0
2007-2008;31/08/2007;AZ;Excelsior;3;0
2007-2008;01/09/2007;FC Twente;PSV;0;0
2007-2008;01/09/2007;Feyenoord;Willem II;2;0
2007-2008;01/09/2007;NAC Breda;Heracles Almelo;4;1
2007-2008;01/09/2007;SC Heerenveen;Sparta Rotterdam;3;3
2007-2008;02/09/2007;Ajax;FC Groningen;2;2
2007-2008;02/09/2007;FC Utrecht;De Graafschap;2;2
2007-2008;02/09/2007;Vitesse;NEC;1;0
2007-2008;02/09/2007;VVV-Venlo;Roda JC;3;5
2007-2008;14/09/2007;FC Groningen;FC Utrecht;0;2
2007-2008;15/09/2007;De Graafschap;VVV-Venlo;3;2
2007-2008;15/09/2007;Excelsior;SC Heerenveen;2;5
2007-2008;15/09/2007;Heracles Almelo;Ajax;0;1
2007-2008;15/09/2007;PSV;Vitesse;1;0
2007-2008;16/09/2007;NEC;NAC Breda;0;1
2007-2008;16/09/2007;Roda JC;Feyenoord;1;3
2007-2008;16/09/2007;Sparta Rotterdam;AZ;2;2
2007-2008;16/09/2007;Willem II;FC Twente;1;3
2007-2008;21/09/2007;VVV-Venlo;NAC Breda;1;3
2007-2008;22/09/2007;Sparta Rotterdam;Heracles Almelo;1;1
2007-2008;22/09/2007;Vitesse;De Graafschap;0;2
2007-2008;22/09/2007;Willem II;Roda JC;1;0
2007-2008;23/09/2007;AZ;Ajax;2;3
2007-2008;23/09/2007;Excelsior;FC Groningen;1;3
2007-2008;23/09/2007;FC Twente;NEC;3;0
2007-2008;23/09/2007;PSV;Feyenoord;4;0
2007-2008;23/09/2007;SC Heerenveen;FC Utrecht;2;3
2007-2008;29/09/2007;FC Groningen;Sparta Rotterdam;1;0
2007-2008;29/09/2007;Feyenoord;SC Heerenveen;2;0
2007-2008;29/09/2007;NAC Breda;PSV;1;1
2007-2008;29/09/2007;Roda JC;Excelsior;3;3
2007-2008;30/09/2007;Ajax;VVV-Venlo;6;1
2007-2008;30/09/2007;De Graafschap;FC Twente;0;0
2007-2008;30/09/2007;FC Utrecht;Vitesse;2;4
2007-2008;30/09/2007;Heracles Almelo;AZ;2;1
2007-2008;30/09/2007;NEC;Willem II;1;0
2007-2008;05/10/2007;VVV-Venlo;FC Utrecht;1;2
2007-2008;06/10/2007;Excelsior;NEC;2;0
2007-2008;06/10/2007;NAC Breda;De Graafschap;1;0
2007-2008;06/10/2007;PSV;Willem II;3;0
2007-2008;07/10/2007;AZ;FC Groningen;2;2
2007-2008;07/10/2007;FC Twente;Roda JC;0;1
2007-2008;07/10/2007;SC Heerenveen;Heracles Almelo;9;0
2007-2008;07/10/2007;Sparta Rotterdam;Ajax;2;2
2007-2008;07/10/2007;Vitesse;Feyenoord;0;1
2007-2008;19/10/2007;De Graafschap;Sparta Rotterdam;4;0
2007-2008;20/10/2007;Ajax;NEC;0;0
2007-2008;20/10/2007;Feyenoord;Excelsior;1;0
2007-2008;20/10/2007;Heracles Almelo;Vitesse;2;2
2007-2008;20/10/2007;PSV;VVV-Venlo;3;1
2007-2008;21/10/2007;AZ;SC Heerenveen;0;1
2007-2008;21/10/2007;FC Groningen;FC Twente;1;0
2007-2008;21/10/2007;Roda JC;FC Utrecht;1;1
2007-2008;21/10/2007;Willem II;NAC Breda;0;0
2007-2008;26/10/2007;Vitesse;Willem II;1;0
2007-2008;27/10/2007;Excelsior;Heracles Almelo;1;1
2007-2008;27/10/2007;FC Twente;Feyenoord;2;0
2007-2008;27/10/2007;Roda JC;De Graafschap;1;0
2007-2008;27/10/2007;VVV-Venlo;SC Heerenveen;0;4
2007-2008;28/10/2007;FC Utrecht;Ajax;0;1
2007-2008;28/10/2007;NAC Breda;AZ;2;3
2007-2008;28/10/2007;NEC;FC Groningen;5;1
2007-2008;28/10/2007;Sparta Rotterdam;PSV;1;4
2007-2008;02/11/2007;Willem II;VVV-Venlo;1;2
2007-2008;03/11/2007;AZ;NEC;4;0
2007-2008;03/11/2007;Excelsior;Sparta Rotterdam;4;3
2007-2008;03/11/2007;SC Heerenveen;PSV;2;1
2007-2008;04/11/2007;Ajax;Roda JC;4;2
2007-2008;04/11/2007;FC Groningen;Vitesse;0;0
2007-2008;04/11/2007;FC Utrecht;NAC Breda;0;1
2007-2008;04/11/2007;Feyenoord;De Graafschap;2;0
2007-2008;04/11/2007;Heracles Almelo;FC Twente;0;3
2007-2008;09/11/2007;NEC;Heracles Almelo;3;0
2007-2008;10/11/2007;De Graafschap;Excelsior;1;1
2007-2008;10/11/2007;FC Twente;NAC Breda;1;1
2007-2008;10/11/2007;VVV-Venlo;Sparta Rotterdam;2;0
2007-2008;10/11/2007;Willem II;FC Utrecht;1;4
2007-2008;11/11/2007;Feyenoord;Ajax;2;2
2007-2008;11/11/2007;PSV;AZ;1;1
2007-2008;11/11/2007;Roda JC;FC Groningen;5;1
2007-2008;11/11/2007;Vitesse;SC Heerenveen;0;1
2007-2008;23/11/2007;NAC Breda;Roda JC;0;0
2007-2008;24/11/2007;AZ;Willem II;2;0
2007-2008;24/11/2007;Excelsior;PSV;1;4
2007-2008;24/11/2007;Heracles Almelo;VVV-Venlo;0;0
2007-2008;24/11/2007;SC Heerenveen;De Graafschap;2;3
2007-2008;25/11/2007;Ajax;Vitesse;4;1
2007-2008;25/11/2007;FC Groningen;Feyenoord;3;2
2007-2008;25/11/2007;FC Utrecht;NEC;3;2
2007-2008;25/11/2007;Sparta Rotterdam;FC Twente;1;1
2007-2008;30/11/2007;FC Utrecht;Sparta Rotterdam;7;1
2007-2008;01/12/2007;De Graafschap;PSV;0;1
2007-2008;01/12/2007;FC Groningen;VVV-Venlo;1;0
2007-2008;01/12/2007;Roda JC;Vitesse;3;2
